Utterance,Speaker,Emotion,Strategy,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
"$2,000, it'll be good as new.",Client,depression,undefined,220,5,1,17,"00:18:27,524","00:18:29,698"
"But you people, you don't guarantee shit.",Client,disgust,undefined,220,6,1,17,"00:18:31,327","00:18:34,116"
Can I tell you a story?,Therapist,neutral,Guiding the Pace and Depth of the Conversation,220,7,1,17,"00:18:39,851","00:18:41,391"
What kind of story?,Client,depression,undefined,220,8,1,17,"00:18:41,956","00:18:43,207"
It's a jewish parable that a friend of mine told me.,Therapist,neutral,Interpretation,220,9,1,17,"00:18:43,337","00:18:46,971"
"These two friends are condemned to death, but the king...",Therapist,neutral,Interpretation,220,10,1,17,"00:18:50,290","00:18:54,618"
He liked them and he didn't want to kill them.,Therapist,neutral,Interpretation,220,11,1,17,"00:18:54,806","00:18:57,770"
"So instead, he tied...",Therapist,neutral,Interpretation,220,12,1,17,"00:18:58,018","00:19:00,084"
"a thin rope across this abyss,",Therapist,neutral,Interpretation,220,13,1,17,"00:19:00,256","00:19:03,718"
and he told them both to walk over the rope.,Therapist,neutral,Interpretation,220,14,1,17,"00:19:04,422","00:19:08,413"
Whoever made it to the other side would be allowed to live.,Therapist,neutral,Interpretation,220,15,1,17,"00:19:09,520","00:19:13,051"
"So the first one walked over the rope,",Therapist,neutral,Interpretation,220,16,1,17,"00:19:14,658","00:19:16,508"
and he makes it safely to the other side.,Therapist,neutral,Interpretation,220,17,1,17,"00:19:17,065","00:19:19,837"
"And after he made it, his friend yells out to him,",Therapist,neutral,Interpretation,220,18,1,17,"00:19:21,916","00:19:24,349"
How did you do it?,Therapist,neutral,Interpretation,220,19,1,17,"00:19:24,479","00:19:25,981"
"And the other guy answered,",Therapist,neutral,Interpretation,220,20,1,17,"00:19:28,091","00:19:29,582"
I have no idea.,Therapist,neutral,Interpretation,220,21,1,17,"00:19:31,255","00:19:32,551"
All I know is that...,Therapist,neutral,Interpretation,220,22,1,17,"00:19:32,917","00:19:34,321"
whenever my weight pulled me to one side...,Therapist,neutral,Interpretation,220,23,1,17,"00:19:34,696","00:19:38,687"
I leaned to the other.,Therapist,neutral,Interpretation,220,24,1,17,"00:19:40,549","00:19:42,380"
It ain't exactly <i>Lord of the Rings</i>.,Client,neutral,undefined,220,25,1,17,"00:19:51,426","00:19:53,351"
True.,Therapist,neutral,Communication Skills,220,26,1,17,"00:19:56,046","00:19:57,173"
So what does it mean?,Client,neutral,undefined,220,27,1,17,"00:20:00,748","00:20:02,138"
That you have to maintain balance in your life?,Client,neutral,undefined,220,28,1,17,"00:20:02,739","00:20:05,067"
I think what it means is,Therapist,neutral,Self-disclosure,220,29,1,17,"00:20:05,338","00:20:07,523"
"that there are no simple ways of jumping over an abyss,",Therapist,neutral,Self-disclosure,220,30,1,17,"00:20:07,653","00:20:10,868"
or ways that work for everyone.,Therapist,neutral,Self-disclosure,220,31,1,17,"00:20:11,629","00:20:13,648"
"I think what you're looking for, alex,",Therapist,neutral,Self-disclosure,220,32,1,17,"00:20:13,826","00:20:16,229"
"is a million-dollar magic trick, and I don't have that.",Therapist,neutral,Self-disclosure,220,33,1,17,"00:20:16,417","00:20:19,854"
I truly believe there is no simple way to jump across an abyss.,Therapist,neutral,Advisement,220,34,1,17,"00:20:20,974","00:20:24,899"
"Instead, we have to work in",Therapist,neutral,Advisement,220,35,1,17,"00:20:25,303","00:20:26,984"
small internal steps.,Therapist,neutral,Advisement,220,36,1,17,"00:20:27,181","00:20:30,317"
"The question is whether you want us,",Therapist,neutral,Advisement,220,37,1,17,"00:20:31,374","00:20:34,417"
"you and i, to engage in that process.",Therapist,neutral,Advisement,220,38,1,17,"00:20:34,600","00:20:37,205"
Eyes on your instruments.,Client,depression,undefined,221,0,1,17,"00:20:40,628","00:20:42,243"
What do you mean?,Therapist,neutral,Open question,221,1,1,17,"00:20:42,750","00:20:43,966"
It's one of the basic principles in aviation.,Client,depression,undefined,221,2,1,17,"00:20:45,480","00:20:47,898"
You ever heard of vertigo?,Client,depression,undefined,221,3,1,17,"00:20:48,180","00:20:49,823"
Sure.,Therapist,neutral,Communication Skills,221,4,1,17,"00:20:50,217","00:20:51,298"
When you go into vertigo your directional perception changes.,Client,depression,undefined,221,5,1,17,"00:20:51,428","00:20:55,288"
You're spatially disoriented.,Client,depression,undefined,221,6,1,17,"00:20:55,579","00:20:57,475"
You'd be flying at mach 2 nose down and think you're taking off.,Client,depression,undefined,221,7,1,17,"00:20:58,250","00:21:01,640"
So that's the first thing they teach you at pilot school.,Client,depression,undefined,221,8,1,17,"00:21:02,015","00:21:05,001"
"You go into vertigo, you look only at your aircraft's instruments.",Client,depression,undefined,221,9,1,17,"00:21:05,856","00:21:09,384"
Ignore your feelings completely.,Client,depression,undefined,221,10,1,17,"00:21:10,558","00:21:12,438"
Rely on your instruments. That's what the air controller tells you,Client,depression,undefined,221,11,1,17,"00:21:12,568","00:21:15,200"
"if he thinks you're freaking out, and that's what you're telling me now.",Client,depression,undefined,221,12,1,17,"00:21:15,330","00:21:18,635"
Eyes on your instruments.,Client,depression,undefined,221,13,1,17,"00:21:19,096","00:21:20,627"
So you want me to...,Client,depression,undefined,221,14,1,17,"00:21:21,979","00:21:23,561"
put myself into your hands. You wanna navigate me.,Client,depression,undefined,221,15,1,17,"00:21:24,283","00:21:27,090"
Rely on you.,Client,depression,undefined,221,16,1,17,"00:21:27,841","00:21:29,090"
"And on one hand, you're right. That's why I came in the first place.",Client,depression,undefined,221,17,1,17,"00:21:30,506","00:21:33,306"
But keeping my eyes on the instruments is what got me here.,Client,depression,undefined,221,18,1,17,"00:21:33,436","00:21:36,722"
What do you mean?,Therapist,neutral,Open question,221,19,1,17,"00:21:37,868","00:21:39,408"
"'Cause I kept my eyes on the instrument, I dropped that bomb",Client,depression,undefined,221,20,1,17,"00:21:39,856","00:21:42,458"
so accurately into that window.,Client,depression,undefined,221,21,1,17,"00:21:42,588","00:21:44,252"
I relied only on my commanders.,Client,depression,undefined,221,22,1,17,"00:21:44,382","00:21:46,357"
And I killed innocent people.,Client,depression,undefined,221,23,1,17,"00:21:47,794","00:21:49,484"
And now I'm supposed to rely on you.,Client,disgust,undefined,221,24,1,17,"00:21:56,576","00:21:58,463"
"Alex, I don't want you to rely on me.",Therapist,neutral,Interpretation,221,25,1,17,"00:21:58,651","00:22:01,092"
"I want you to rely on yourself, on your own feelings.",Therapist,neutral,Advisement,221,26,1,17,"00:22:02,348","00:22:06,170"
The most I can ever be to you is...,Therapist,neutral,Advisement,221,27,1,17,"00:22:06,599","00:22:08,993"
an air traffic controller who tells you to try to ignore,Therapist,neutral,Advisement,221,28,1,17,"00:22:09,660","00:22:13,023"
the expectations of everybody else.,Therapist,neutral,Advisement,221,29,1,17,"00:22:13,153","00:22:15,227"
It's the expectations that give you...,Therapist,neutral,Interpretation,221,30,1,17,"00:22:15,409","00:22:17,851"
That give you vertigo.,Therapist,neutral,Interpretation,221,31,1,17,"00:22:18,489","00:22:20,038"
"What's the first step,",Client,neutral,undefined,222,0,1,17,"00:22:30,787","00:22:32,218"
on the way to my new life?,Client,neutral,undefined,222,1,1,17,"00:22:32,657","00:22:34,850"
"Well, what...",Therapist,neutral,Open question,222,2,1,17,"00:22:32,657","00:22:34,850"
What would you like to do?,Therapist,neutral,Open question,222,3,1,17,"00:22:35,023","00:22:36,638"
I think I'll go fuck her again.,Client,neutral,undefined,222,4,1,17,"00:22:42,136","00:22:44,164"
"Yeah, I'll fuck her,",Client,neutral,undefined,222,5,1,17,"00:22:45,075","00:22:47,357"
well and proper this time. I'll fuck her slow and good.,Client,neutral,undefined,222,6,1,17,"00:22:47,972","00:22:51,063"
I'll take my time up into that...,Client,joy,undefined,222,7,1,17,"00:22:51,193","00:22:53,174"
"sweet, hot little pussy.",Client,joy,undefined,222,8,1,17,"00:22:53,706","00:22:56,120"
"I mean, what's the big deal?",Client,neutral,undefined,222,9,1,17,"00:22:57,153","00:22:58,600"
She thinks she's the belle of the ball. Fuck that.,Client,disgust,undefined,222,10,1,17,"00:22:58,730","00:23:01,303"
"She must be pretty miserable if she's coming to see you, right?",Client,disgust,undefined,222,11,1,17,"00:23:01,679","00:23:04,331"
"Don't assume that everybody who comes to see me is miserable, alex.",Therapist,neutral,Interpretation,222,12,1,17,"00:23:04,487","00:23:07,577"
"Look, doc, when I came to pick her up from here yesterday",Client,neutral,undefined,222,13,1,17,"00:23:07,707","00:23:10,520"
she was like a complete psychopath.,Client,neutral,undefined,222,14,1,17,"00:23:10,650","00:23:12,631"
"One minute she's hugging me, completely over the top",Client,neutral,undefined,222,15,1,17,"00:23:12,803","00:23:15,336"
like we're in some kind of movie.,Client,neutral,undefined,222,16,1,17,"00:23:15,466","00:23:16,945"
"The next minute, I close the car door, and she's like, Take me home.",Client,disgust,undefined,222,17,1,17,"00:23:17,096","00:23:19,741"
"I'm too tired to do anything today. I mean, what the fuck?",Client,disgust,undefined,222,18,1,17,"00:23:19,871","00:23:22,825"
She turned as cold as ice.,Client,disgust,undefined,222,19,1,17,"00:23:23,201","00:23:24,928"
She was two totally different people.,Client,disgust,undefined,222,20,1,17,"00:23:25,251","00:23:27,430"
Go figure what goes through her head.,Client,disgust,undefined,222,21,1,17,"00:23:27,607","00:23:30,626"
Listen to what you're saying.,Therapist,neutral,Others,222,22,1,17,"00:23:27,607","00:23:30,626"
You're belittling her again.,Therapist,neutral,Others,222,23,1,17,"00:23:30,955","00:23:32,491"
"Hey, you don't think she belittles me?",Client,anger,undefined,222,24,1,17,"00:23:32,664","00:23:34,730"
You don't think I know she's completely and totally hung up on someone else?,Client,anger,undefined,222,25,1,17,"00:23:35,059","00:23:38,998"
Check this out.,Client,anger,undefined,223,0,1,17,"00:23:43,348","00:23:44,382"
"Saturday, after we had sex, she straddles my leg.",Client,anger,undefined,223,1,1,17,"00:23:44,512","00:23:47,667"
She starts rubbing up against me,Client,anger,undefined,223,2,1,17,"00:23:48,248","00:23:50,337"
as if i'm not even there.,Client,anger,undefined,223,3,1,17,"00:23:50,549","00:23:52,334"
It so obvious she's fantasizing about somebody else.,Client,anger,undefined,223,4,1,17,"00:23:52,464","00:23:55,544"
And then she starts crying.,Client,disgust,undefined,223,5,1,17,"00:23:55,994","00:23:58,633"
Tears and everything.,Client,disgust,undefined,223,6,1,17,"00:23:59,645","00:24:00,787"
"She's just crying, and I ask her, Laura, what's up?",Client,disgust,undefined,223,7,1,17,"00:24:00,917","00:24:04,963"
Everything okay?,Client,disgust,undefined,223,8,1,17,"00:24:06,210","00:24:07,412"
She doesn't even look at me.,Client,disgust,undefined,223,9,1,17,"00:24:09,277","00:24:10,911"
"She doesn't even answer me,",Client,disgust,undefined,223,10,1,17,"00:24:11,616","00:24:13,315"
like I'm just her dildo. So...,Client,disgust,undefined,223,11,1,17,"00:24:13,822","00:24:15,926"
"Don't tell me I belittle her, okay?",Client,anger,undefined,223,12,1,17,"00:24:17,796","00:24:19,656"
I know this is going to sound crazy after everything I just said...,Client,neutral,undefined,223,13,1,17,"00:24:35,463","00:24:38,759"
"But do you think we have a chance together, me and laura?",Client,joy,undefined,223,14,1,17,"00:24:43,108","00:24:45,979"
If we really work at it?,Client,joy,undefined,223,15,1,17,"00:24:46,402","00:24:49,260"
"I don't know, Alex.",Therapist,neutral,Self-disclosure,223,16,1,17,"00:24:46,402","00:24:49,260"
I couldn't even...,Therapist,neutral,Self-disclosure,223,17,1,17,"00:24:49,410","00:24:50,950"
I don't know that.,Therapist,neutral,Self-disclosure,223,18,1,17,"00:24:53,309","00:24:55,403"
I think it could happen.,Client,neutral,undefined,223,19,1,17,"00:24:55,646","00:24:57,176"
"I mean, like you said, doc, it's a long series of...",Client,neutral,undefined,223,20,1,17,"00:24:57,879","00:25:00,823"
"small steps, right?",Client,neutral,undefined,223,21,1,17,"00:25:01,086","00:25:02,550"
Yes it is.,Therapist,neutral,Communication Skills,223,22,1,17,"00:25:02,872","00:25:04,177"
"Well, our time is up for today.",Therapist,neutral,Structuring the therapy,223,23,1,17,"00:25:10,454","00:25:13,328"
Already?,Client,neutral,undefined,223,24,1,17,"00:25:14,275","00:25:15,439"
Why don't we continue next week,Therapist,neutral,Structuring the therapy,223,25,1,17,"00:25:19,073","00:25:21,047"
"where we left off today, okay?",Therapist,neutral,Structuring the therapy,223,26,1,17,"00:25:21,177","00:25:24,538"
Thanks.,Client,neutral,undefined,223,27,1,17,"00:25:44,459","00:25:46,309"
You're welcome.,Therapist,neutral,Communication Skills,223,28,1,17,"00:25:44,459","00:25:46,309"
Hello.,Therapist,neutral,Communication Skills,224,0,1,18,"00:00:53,266","00:00:54,298"
"Charmed, I'm sure.",Client,joy,undefined,224,1,1,18,"00:00:55,470","00:00:57,038"
It's the middle of the night for me.,Client,neutral,undefined,224,2,1,18,"00:01:02,371","00:01:04,456"
I'm utterly exhausted.,Client,neutral,undefined,224,3,1,18,"00:01:04,709","00:01:06,446"
I was at this amazing party last night.,Client,joy,undefined,224,4,1,18,"00:01:07,641","00:01:10,213"
It went on and on.,Client,neutral,undefined,224,5,1,18,"00:01:11,079","00:01:12,692"
I stayed awake all night and then I walked here.,Client,neutral,undefined,224,6,1,18,"00:01:13,549","00:01:16,605"
"No food, no sleep,",Client,neutral,undefined,224,7,1,18,"00:01:17,657","00:01:19,207"
I'm running on empty.,Client,neutral,undefined,224,8,1,18,"00:01:19,765","00:01:21,300"
I've never had so much to drink in my whole life.,Client,neutral,undefined,224,9,1,18,"00:01:23,194","00:01:26,406"
"There was this guy, this new guy--",Client,neutral,undefined,224,10,1,18,"00:01:27,780","00:01:30,225"
Total eye candy.,Client,neutral,undefined,224,11,1,18,"00:01:31,727","00:01:33,206"
He kept walking around with tequila shots.,Client,neutral,undefined,224,12,1,18,"00:01:34,438","00:01:36,323"
He kept making me drink them.,Client,joy,undefined,224,13,1,18,"00:01:36,493","00:01:38,085"
I must've had...,Client,joy,undefined,224,14,1,18,"00:01:38,941","00:01:40,510"
I don't know.,Client,joy,undefined,224,15,1,18,"00:01:42,391","00:01:43,337"
I've never been so wrecked in my whole life.,Client,joy,undefined,224,16,1,18,"00:01:43,507","00:01:46,342"
I have to take them off. Do you mind?,Client,neutral,undefined,224,17,1,18,"00:02:12,670","00:02:14,395"
